"","N_B_RNA3","N_B_RNA5","N_W_RNA7","N_B_RNA10","N_B_RNA11","N_W_RNA13","N_W_RNA15","N_W_RNA18"
"ENSG00000263515.1",0,0,1,0,0,0,0,2
"ENSG00000133135.13",34,67,201,211,263,136,114,193
"ENSG00000133138.19",91,1547,2597,1258,3297,1272,1917,1515
"ENSG00000133131.14",232,990,1881,978,1875,1012,1368,999
"ENSG00000147223.5",0,0,0,0,0,1,0,0
"ENSG00000165376.10",0,5,0,2,7,8,2,0
"ENSG00000231144.1",0,0,0,0,0,0,0,0
"ENSG00000089682.16",128,886,915,682,1095,702,876,691
"ENSG00000198088.10",7,61,62,59,75,50,31,44
"ENSG00000213569.4",1,3,2,1,0,12,0,1
"ENSG00000199832.1",0,0,0,0,0,0,0,0
"ENSG00000080572.12",0,0,0,0,0,1,1,1
"ENSG00000204053.6",0,0,0,0,0,0,0,0
"ENSG00000215007.3",0,0,1,0,0,0,1,0
"ENSG00000214720.4",0,0,0,0,0,0,0,0
"ENSG00000227610.1",0,0,0,1,0,1,0,0
"ENSG00000147234.10",8,41,165,5,150,102,118,90
"ENSG00000147224.11",155,650,1310,578,1209,554,927,740
"ENSG00000157514.16",2612,8814,10370,9200,13584,11537,14027,8517
"ENSG00000170935.7",0,18,8,3,5,1,12,5
"ENSG00000080561.13",327,1005,1091,871,1275,703,1295,783
"ENSG00000236064.1",0,0,0,0,0,0,0,1
"ENSG00000207363.1",0,0,0,0,0,0,0,0
"ENSG00000225728.2",0,0,0,0,0,0,0,0
"ENSG00000277883.1",2,13,3,14,3,13,12,15
"ENSG00000170925.3",0,0,0,0,0,0,0,0
"ENSG00000101842.13",0,8,1,10,0,4,4,3
"ENSG00000101843.18",76,628,1189,662,966,371,740,557
"ENSG00000101844.17",103,310,550,278,773,215,385,388
"ENSG00000197565.15",632,2349,927,1572,847,1260,924,1104
"ENSG00000189372.4",0,0,0,0,0,0,0,2
"ENSG00000188153.13",1434,5906,3939,5130,4202,4430,3581,3865
"ENSG00000207146.1",0,0,0,0,0,0,0,0
"ENSG00000261409.1",0,9,16,16,11,12,16,13
"ENSG00000260548.1",0,0,0,0,0,0,0,0
"ENSG00000280322.1",0,0,2,0,0,2,4,0
"ENSG00000133124.11",0,18,10,21,2,24,30,14
"ENSG00000237863.2",0,14,9,7,13,9,4,1
"ENSG00000201443.1",0,0,0,0,0,0,0,0
"ENSG00000275110.1",0,0,0,0,0,0,0,0
"ENSG00000215000.4",3,0,0,0,0,0,0,0
"ENSG00000101890.4",0,0,0,0,0,0,0,0
"ENSG00000101888.11",28,260,527,323,457,182,272,269
"ENSG00000233874.2",0,0,0,0,0,0,0,0
"ENSG00000176076.7",0,5,0,0,0,3,0,0
"ENSG00000068366.19",419,2198,1847,1223,1204,786,975,1585
"ENSG00000237319.1",0,0,0,0,0,0,0,0
"ENSG00000252069.1",0,0,0,0,0,0,0,0
"ENSG00000225381.2",0,0,0,0,0,0,0,0
"ENSG00000157600.11",382,1111,1969,1253,1558,1180,1798,1325
"ENSG00000208013.3",0,2,0,3,0,0,2,1
"ENSG00000265584.1",0,1,1,0,0,3,3,2
"ENSG00000101935.9",38,450,722,473,597,301,482,487
"ENSG00000208883.1",0,4,1,8,4,0,5,8
"ENSG00000224142.1",0,1,5,0,1,2,3,9
"ENSG00000133136.4",0,0,0,0,0,0,0,0
"ENSG00000243978.8",8,14,4,3,6,1,6,3
"ENSG00000225366.4",0,0,0,0,0,0,0,0
"ENSG00000228042.2",0,0,0,0,0,0,0,0
"ENSG00000101938.14",1279,3845,2648,984,1044,1195,1764,1177
"ENSG00000077264.14",276,435,649,241,361,329,374,258
"ENSG00000226112.1",5,2,2,0,4,0,2,1
"ENSG00000234349.1",0,0,0,0,0,0,0,0
"ENSG00000077274.8",87,233,70,83,77,64,81,60
"ENSG00000077279.18",0,1,6,3,0,0,3,5
"ENSG00000251954.1",0,0,0,0,0,0,0,0
"ENSG00000223904.2",0,0,0,0,0,0,0,0
"ENSG00000260802.1",24,260,563,210,240,198,220,737
"ENSG00000229939.1",0,0,0,0,0,0,0,0
"ENSG00000225031.1",38,22,34,17,32,24,22,24
"ENSG00000236189.2",0,0,0,0,0,0,0,0
"ENSG00000101901.11",369,2108,2186,1742,2641,1869,2073,1614
"ENSG00000201420.1",0,0,0,0,0,0,0,0
"ENSG00000229487.1",0,0,0,0,0,0,0,0
"ENSG00000072315.3",3,1,0,0,0,1,5,0
"ENSG00000204025.7",0,2,3,0,0,0,0,0
"ENSG00000271421.1",0,0,0,0,0,0,0,0
"ENSG00000271464.1",0,0,0,1,0,1,0,0
"ENSG00000271400.1",0,0,0,0,0,0,1,0
"ENSG00000187823.3",0,0,2,0,1,0,0,0
"ENSG00000182508.13",9,12,18,12,20,9,14,24
"ENSG00000200436.1",0,0,0,0,0,0,0,0
"ENSG00000213652.3",0,0,0,0,0,0,0,0
"ENSG00000126016.15",325,1886,2435,1886,2259,1753,3573,3574
"ENSG00000283775.1",0,0,0,0,0,0,0,0
"ENSG00000243011.3",0,0,0,0,0,0,0,0
"ENSG00000252930.1",0,0,0,0,0,0,0,0
"ENSG00000235329.2",0,0,0,0,0,0,0,0
"ENSG00000220541.4",0,0,0,0,0,0,0,0
"ENSG00000241743.3",1,12,9,2,10,8,11,1
"ENSG00000270524.1",0,0,0,0,0,0,0,0
"ENSG00000201674.2",0,0,0,0,0,0,0,0
"ENSG00000207220.1",0,0,0,0,0,0,0,0
"ENSG00000240327.3",0,0,0,0,0,0,0,0
"ENSG00000212611.1",0,0,0,0,0,0,0,0
"ENSG00000230502.1",0,0,0,0,0,0,0,0
"ENSG00000271686.1",0,0,0,0,0,0,0,0
"ENSG00000226547.2",0,0,0,0,0,0,0,0
"ENSG00000147246.9",0,0,0,5,0,2,2,1
"ENSG00000224664.2",0,0,0,0,0,0,0,0
"ENSG00000208839.1",0,0,0,1,0,0,0,0
"ENSG00000212100.2",0,0,0,0,0,0,0,0
"ENSG00000222321.1",0,0,0,0,0,0,0,0
"ENSG00000276158.2",0,0,0,0,0,0,0,0
"ENSG00000221710.1",0,0,0,0,0,0,0,0
"ENSG00000222715.1",0,0,0,0,0,0,0,0
"ENSG00000224773.2",0,0,0,0,1,0,0,1
"ENSG00000199001.1",0,0,0,0,0,0,0,0
"ENSG00000270413.1",0,0,0,0,0,0,0,0
"ENSG00000123496.7",0,15,10,14,20,10,3,15
"ENSG00000222122.1",0,0,0,0,0,0,0,0
"ENSG00000238223.1",0,0,0,0,2,0,0,0
"ENSG00000236080.2",0,0,0,0,0,0,0,0
"ENSG00000130224.14",116,817,579,409,1181,640,723,348
"ENSG00000271907.1",8,592,743,656,496,682,159,199
"ENSG00000212241.1",0,0,1,0,3,1,2,2
"ENSG00000175718.9",0,0,0,0,0,0,0,0
"ENSG00000235656.1",0,0,0,0,0,0,0,0
"ENSG00000102021.10",0,0,0,0,0,0,0,4
"ENSG00000274374.1",0,0,0,0,0,0,0,0
"ENSG00000271021.1",0,0,1,0,0,0,0,2
"ENSG00000271826.5",0,0,0,4,0,6,3,1
"ENSG00000252441.1",0,0,0,0,0,0,0,0
"ENSG00000102024.17",526,2272,1724,1760,1240,1275,939,1688
"ENSG00000270431.1",0,0,0,0,0,0,0,0
"ENSG00000227881.1",0,0,0,0,0,0,0,0
"ENSG00000234785.1",0,1,0,1,1,0,0,3
"ENSG00000228532.4",2,8,6,2,6,3,6,3
"ENSG00000229335.1",0,0,0,0,0,0,0,0
"ENSG00000235244.3",53,158,81,166,90,217,99,92
"ENSG00000266828.2",7,0,1,0,2,2,0,1
"ENSG00000231371.1",0,0,0,0,0,0,0,0
"ENSG00000234558.1",7,0,2,0,2,1,1,0
"ENSG00000180772.6",0,0,1,0,0,0,0,0
"ENSG00000207033.1",0,0,0,0,0,0,0,0
"ENSG00000268104.2",62,52,419,65,186,119,191,791
"ENSG00000204019.4",0,0,0,0,0,0,0,0
"ENSG00000236077.2",8,1,0,0,0,0,1,0
"ENSG00000237860.1",0,0,0,0,0,0,0,0
"ENSG00000230159.1",0,0,0,2,0,0,1,0
"ENSG00000224217.1",2,0,1,0,2,0,0,1
"ENSG00000206752.1",0,0,0,0,0,0,0,0
"ENSG00000213526.3",0,1,4,0,11,2,6,3
"ENSG00000238066.1",0,0,0,0,0,0,0,0
"ENSG00000224314.1",0,0,0,0,0,0,0,1
"ENSG00000279587.1",0,3,4,1,5,3,6,0
"ENSG00000003096.14",74,319,393,499,283,248,258,325
"ENSG00000200291.1",0,2,2,3,1,0,1,2
"ENSG00000237458.1",0,0,0,0,0,0,0,0
"ENSG00000234524.1",0,0,0,0,0,0,0,0
"ENSG00000270619.1",0,0,0,0,0,0,0,0
"ENSG00000131725.13",221,1249,1668,1236,1426,759,1458,1218
"ENSG00000221463.3",0,2,10,3,2,2,2,0
"ENSG00000147251.15",170,467,598,271,460,360,423,616
"ENSG00000206862.1",0,0,0,0,0,0,0,0
"ENSG00000230399.1",0,0,0,0,0,0,0,0
"ENSG00000131724.10",553,1388,3621,1345,2020,1211,1726,2650
"ENSG00000239182.1",10,6,1,5,4,11,3,4
"ENSG00000250995.1",22,3,7,8,14,19,15,27
"ENSG00000174460.3",29,4,4,3,2,2,0,10
"ENSG00000203650.8",45,7,13,16,14,8,13,15
"ENSG00000224341.1",0,0,0,0,0,0,0,0
"ENSG00000231270.1",0,0,0,0,0,0,3,3
"ENSG00000175556.16",57,202,197,177,107,157,117,202
"ENSG00000277535.2",0,0,0,0,0,0,0,0
"ENSG00000250423.2",511,653,665,838,292,446,714,568
"ENSG00000227864.1",0,0,0,0,0,1,0,0
"ENSG00000230170.1",0,1,0,0,0,0,0,1
"ENSG00000270625.1",0,0,0,0,0,0,0,0
"ENSG00000101856.9",581,4076,5031,2901,4330,2247,3951,3154
"ENSG00000214992.6",0,0,2,0,3,4,4,5
"ENSG00000230392.1",0,2,0,0,0,2,0,0
"ENSG00000226661.1",0,0,0,0,0,0,0,0
"ENSG00000227814.3",0,0,0,0,0,0,0,0
"ENSG00000077713.18",58,247,388,177,274,177,324,125
"ENSG00000237903.1",0,4,4,7,0,8,5,3
"ENSG00000207175.1",95,7,3,2,11,8,5,4
"ENSG00000266420.2",2,1,6,2,5,8,5,8
"ENSG00000252147.1",0,1,0,0,2,0,0,0
"ENSG00000224281.4",7,31,61,30,46,24,25,26
"ENSG00000005022.5",328,1660,3287,1526,1775,988,1787,1865
"ENSG00000018610.14",124,671,852,535,749,507,534,602
"ENSG00000077721.15",182,1066,1431,980,1374,685,1069,998
"ENSG00000186416.14",53,503,666,469,672,291,585,603
"ENSG00000125354.22",333,839,1335,755,1063,736,1198,870
"ENSG00000211578.3",0,0,0,2,0,7,1,0
"ENSG00000279601.1",0,0,2,0,0,0,0,0
"ENSG00000187808.4",0,8,2,3,3,5,1,2
"ENSG00000198918.7",1235,3982,7524,4716,4963,2668,3756,4178
"ENSG00000206622.1",0,0,0,0,0,0,0,0
"ENSG00000125351.11",59,206,309,341,308,292,309,351
"ENSG00000125352.5",37,161,281,119,220,109,229,140
"ENSG00000125356.6",268,1159,1983,1082,1782,987,1587,1065
"ENSG00000186471.12",0,0,4,0,0,0,0,0
"ENSG00000101882.9",106,541,687,459,754,460,516,501
"ENSG00000282933.2",0,0,0,0,3,6,2,8
"ENSG00000234493.4",0,0,1,0,0,2,2,1
"ENSG00000282850.2",0,0,0,0,0,0,0,1
"ENSG00000258545.5",23,3,3,3,0,0,11,12
"ENSG00000203989.4",0,0,0,0,0,0,0,0
"ENSG00000101883.4",0,0,1,3,5,3,0,0
"ENSG00000228139.1",0,1,0,1,8,2,0,0
"ENSG00000233382.6",13,69,72,75,69,115,72,51
"ENSG00000131721.5",0,0,0,0,0,0,0,0
"ENSG00000227541.1",0,35,14,22,32,31,16,8
"ENSG00000237757.2",21,20,6,33,14,53,21,10
"ENSG00000177485.6",174,1382,2424,1469,2033,848,1502,1483
"ENSG00000125355.15",3,11,37,4,11,16,17,28
"ENSG00000232042.1",0,0,0,0,0,0,0,0
"ENSG00000101892.11",0,0,0,0,0,1,0,0
"ENSG00000005893.15",575,7582,13192,5986,11485,4221,10333,6627
"ENSG00000251707.2",0,0,0,0,0,0,0,0
"ENSG00000158290.16",415,3687,3961,2876,4143,2288,3076,2448
"ENSG00000232119.7",21,364,647,330,602,249,422,423
"ENSG00000171155.7",81,717,1261,636,1532,442,956,717
"ENSG00000278317.1",0,0,0,0,0,0,0,0
"ENSG00000181511.5",0,0,0,1,0,0,0,0
"ENSG00000237828.1",2,0,1,0,0,0,0,1
"ENSG00000236446.3",3,0,0,0,0,0,0,0
"ENSG00000271346.1",0,0,0,0,0,0,0,0
"ENSG00000278646.1",0,0,0,0,0,0,0,0
"ENSG00000226685.4",0,0,0,0,0,0,0,0
"ENSG00000270678.1",0,0,0,0,0,0,0,0
"ENSG00000226929.3",0,0,0,0,0,0,0,0
"ENSG00000270493.1",0,0,0,0,0,0,0,0
"ENSG00000224089.3",0,0,0,0,0,0,0,0
"ENSG00000271154.1",0,0,0,0,0,0,0,0
"ENSG00000226600.3",0,0,0,0,0,0,0,0
"ENSG00000271041.1",0,0,0,0,0,0,0,0
"ENSG00000230347.5",0,0,0,0,0,0,0,0
"ENSG00000270397.1",0,0,0,0,0,0,0,0
"ENSG00000228517.2",0,0,0,0,0,0,0,0
"ENSG00000271502.1",0,0,0,0,0,0,0,0
"ENSG00000226023.6",0,0,0,0,0,0,0,0
"ENSG00000271211.1",0,0,0,0,0,0,0,0
"ENSG00000237957.6",0,0,0,0,0,0,0,0
"ENSG00000270736.1",0,0,0,0,0,0,0,0
"ENSG00000230594.3",0,0,0,0,0,0,0,0
"ENSG00000270771.1",0,0,0,0,0,0,0,0
"ENSG00000236126.3",0,0,0,0,0,0,0,0
"ENSG00000270646.1",0,0,0,0,0,0,0,0
"ENSG00000242362.2",0,0,0,0,0,0,0,0
"ENSG00000270456.1",0,0,0,0,0,0,0,0
"ENSG00000236371.5",0,0,0,0,0,0,0,0
"ENSG00000270251.1",0,0,0,0,0,0,0,0
"ENSG00000233433.1",0,0,0,0,0,2,0,0
"ENSG00000182890.4",6,20,25,15,47,17,22,27
"ENSG00000234176.1",8,3,5,2,6,1,5,4
"ENSG00000265456.1",0,0,0,0,0,0,0,0
"ENSG00000213498.3",0,0,0,0,0,0,0,0
"ENSG00000260585.1",0,4,0,0,3,3,2,0
"ENSG00000237891.1",0,0,0,0,0,0,0,0
"ENSG00000280142.1",0,0,0,0,0,0,0,0
"ENSG00000232496.2",0,0,0,0,0,0,0,1
"ENSG00000212321.2",0,0,0,0,0,0,0,0
"ENSG00000224236.3",0,0,0,1,2,2,0,4
"ENSG00000125675.17",4,73,47,18,116,53,84,48
"ENSG00000179101.5",20,5,9,6,1,5,4,9
"ENSG00000229733.1",0,0,0,0,0,0,0,0
"ENSG00000228466.1",0,0,0,0,0,0,0,0
"ENSG00000125676.19",785,4105,5423,3658,6040,4271,4949,4878
"ENSG00000232149.1",0,0,0,0,0,0,0,0
"ENSG00000230376.1",0,0,0,0,0,0,0,0
"ENSG00000252178.1",0,0,0,0,0,0,0,0
"ENSG00000226902.1",0,0,0,0,0,0,0,0
"ENSG00000264933.2",1,0,0,0,0,0,0,0
"ENSG00000199705.1",0,0,0,0,0,0,0,0
"ENSG00000101966.12",670,3598,5071,3265,5977,2864,4376,3568
"ENSG00000237331.1",0,0,0,0,0,0,0,0
"ENSG00000252627.1",0,5,2,6,11,3,1,4
"ENSG00000237025.1",0,0,0,0,0,0,0,0
"ENSG00000232412.1",5,4,9,3,15,9,23,7
"ENSG00000101972.18",1051,7714,10446,7434,9258,5021,7341,6206
"ENSG00000237426.1",0,0,0,0,0,0,0,0
"ENSG00000252693.1",0,0,0,0,0,0,0,0
"ENSG00000234564.1",0,0,0,0,0,0,0,0
"ENSG00000183918.16",4,48,27,25,17,21,18,18
"ENSG00000282419.2",0,0,0,0,1,0,0,0
"ENSG00000232054.1",0,0,0,0,0,0,1,0
"ENSG00000226532.1",0,0,4,2,0,0,0,0
"ENSG00000009694.13",198,3027,10940,3220,10553,4376,3294,1983
"ENSG00000236880.1",0,10,11,8,22,11,9,4
"ENSG00000232599.1",0,40,83,26,146,99,57,47
"ENSG00000282815.1",0,0,0,0,1,0,0,0
"ENSG00000213489.3",0,0,0,0,0,0,0,0
"ENSG00000280223.1",0,0,0,0,0,0,0,0
"ENSG00000237208.1",0,0,0,0,0,0,1,0
"ENSG00000198354.6",23,30,178,43,112,5,32,55
"ENSG00000230916.2",0,3,0,0,5,0,1,2
"ENSG00000231501.1",0,0,0,0,0,0,0,0
"ENSG00000232177.1",0,0,0,0,0,0,0,0
"ENSG00000274901.2",0,0,0,0,0,0,0,0
"ENSG00000198889.4",0,0,0,3,1,0,0,0
"ENSG00000226414.1",0,0,0,0,0,0,0,0
"ENSG00000183631.4",0,0,0,0,0,0,0,0
"ENSG00000230538.1",0,1,0,0,0,0,0,0
"ENSG00000280275.1",0,0,0,0,0,0,0,0
"ENSG00000274631.1",0,0,0,0,0,0,0,0
"ENSG00000260683.1",0,0,0,0,0,0,0,0
"ENSG00000235274.1",0,0,0,0,0,0,0,0
"ENSG00000224548.1",0,0,0,0,0,0,0,0
"ENSG00000123165.8",0,0,0,0,0,0,2,0
"ENSG00000236042.2",0,0,0,0,0,0,0,0
"ENSG00000235334.1",0,0,0,0,0,0,0,0
"ENSG00000235239.1",0,0,0,0,1,1,1,1
"ENSG00000235735.1",0,0,0,0,0,0,0,0
"ENSG00000225689.1",0,0,0,2,0,2,2,1
"ENSG00000226802.1",0,0,0,0,0,0,0,0
"ENSG00000218728.3",0,0,0,0,0,0,0,0
"ENSG00000223995.2",0,0,3,2,0,4,1,0
"ENSG00000234592.1",2,2,4,5,0,6,7,0
"ENSG00000226339.1",0,0,0,0,0,0,0,0
"ENSG00000201518.1",0,0,0,0,0,0,0,0
"ENSG00000102038.15",794,4768,4843,3064,6815,2928,4663,3160
"ENSG00000252170.2",0,0,0,0,0,0,0,0
"ENSG00000122126.16",583,2304,2708,1867,3356,1627,2871,2184
"ENSG00000171388.11",34,62,94,38,124,49,154,34
"ENSG00000122121.10",13,5,3,0,0,0,1,8
"ENSG00000122122.9",47,89,94,48,46,69,60,112
"ENSG00000240143.1",0,0,0,0,0,1,0,0
"ENSG00000275070.1",0,0,3,2,2,6,6,6
"ENSG00000188706.12",317,1088,2630,1117,2192,1581,2006,2747
"ENSG00000235189.1",0,2,2,0,0,0,0,1
"ENSG00000238040.1",0,0,0,0,0,0,0,0
"ENSG00000156697.12",170,463,779,447,569,463,606,727
"ENSG00000085185.15",128,268,347,320,356,386,468,453
"ENSG00000102034.16",101,311,259,379,250,331,294,408
"ENSG00000156709.13",148,530,1105,596,891,578,850,757
"ENSG00000134594.4",0,4,10,6,8,3,2,8
"ENSG00000056277.15",76,453,476,313,404,282,343,333
"ENSG00000202304.1",0,0,0,0,0,0,0,0
"ENSG00000225046.2",0,0,0,0,0,0,0,0
"ENSG00000102078.15",48,152,240,168,205,137,219,192
"ENSG00000147262.3",0,0,0,0,0,0,0,0
"ENSG00000134597.15",132,376,559,407,405,305,443,409
"ENSG00000274775.2",3,0,0,3,1,0,0,0
"ENSG00000221930.6",1,1,3,0,2,3,5,0
"ENSG00000271677.1",0,0,0,0,0,0,0,0
"ENSG00000165675.16",212,502,491,420,607,390,487,456
"ENSG00000238188.1",0,0,0,0,0,0,0,0
"ENSG00000228659.1",0,0,0,0,0,0,0,0
"ENSG00000147256.11",0,3,10,0,2,4,4,2
"ENSG00000241198.3",0,0,0,2,0,0,1,0
"ENSG00000237650.2",0,0,0,0,0,1,2,0
"ENSG00000276205.1",0,0,0,0,0,0,0,0
"ENSG00000147255.18",82,287,67,55,69,62,128,76
"ENSG00000185903.10",0,0,0,0,0,0,0,0
"ENSG00000229082.2",0,0,0,0,0,0,0,0
"ENSG00000242610.2",0,0,0,0,0,0,0,0
"ENSG00000234288.2",0,0,0,0,0,0,1,0
"ENSG00000230973.1",0,0,0,0,0,0,0,0
"ENSG00000228450.2",0,0,0,0,0,0,0,0
"ENSG00000171054.8",0,0,0,0,0,1,0,0
"ENSG00000237225.2",0,0,0,0,0,0,0,0
"ENSG00000232787.2",0,0,0,0,0,0,0,0
"ENSG00000235730.2",0,0,0,0,0,0,0,0
"ENSG00000227183.3",0,0,1,0,0,0,0,2
"ENSG00000213468.6",2,7,46,9,17,11,8,6
"ENSG00000241418.1",0,0,0,0,0,0,0,0
"ENSG00000228089.1",0,0,0,0,0,0,0,0
"ENSG00000235190.1",0,0,0,0,0,0,0,0
"ENSG00000200587.1",0,0,0,0,0,0,0,0
"ENSG00000134602.15",165,1119,1219,662,677,562,793,615
"ENSG00000165694.9",0,3,2,2,2,0,1,0
"ENSG00000228819.1",0,0,0,2,0,0,0,0
"ENSG00000123728.9",95,958,867,619,1010,563,632,568
"ENSG00000232160.6",2,91,67,67,73,90,106,65
"ENSG00000076770.14",182,1157,1241,1063,1496,679,794,925
"ENSG00000206900.1",0,0,1,0,0,0,0,0
"ENSG00000171004.18",46,129,19,26,5,56,16,29
"ENSG00000235849.1",0,0,0,0,0,0,0,0
"ENSG00000227064.1",0,6,0,1,0,2,0,0
"ENSG00000134588.12",0,0,0,0,0,0,0,0
"ENSG00000225949.1",0,0,0,0,0,0,0,0
"ENSG00000207100.1",0,0,0,1,0,0,0,0
"ENSG00000183434.9",0,0,0,0,0,0,0,0
"ENSG00000202199.1",0,0,0,0,0,0,0,0
"ENSG00000076716.8",216,575,611,299,307,388,333,524
"ENSG00000206765.1",0,0,0,0,0,0,0,0
"ENSG00000147257.13",26,81,75,61,98,73,100,82
"ENSG00000227008.2",5,5,15,10,18,17,10,8
"ENSG00000233260.1",0,0,0,0,0,0,0,0
"ENSG00000232068.1",0,0,0,0,0,0,0,0
"ENSG00000200572.1",0,0,0,0,0,0,0,0
"ENSG00000224908.1",0,0,0,0,0,0,0,0
"ENSG00000283638.2",3,4,25,16,13,32,12,67
"ENSG00000284499.1",0,0,0,0,0,0,0,0
"ENSG00000284538.1",0,0,0,0,0,0,0,0
"ENSG00000284107.1",0,0,0,0,0,0,0,0
"ENSG00000284043.1",0,0,0,0,0,0,0,0
"ENSG00000283931.1",0,0,0,0,0,0,0,0
"ENSG00000284157.1",0,0,0,0,0,0,0,0
"ENSG00000232664.2",0,0,0,0,0,0,0,0
"ENSG00000203952.9",6,84,231,81,213,76,124,161
"ENSG00000214961.2",0,1,0,0,0,0,1,2
"ENSG00000156531.16",142,1340,2243,1448,1911,1028,1560,1817
"ENSG00000165704.14",15,365,518,329,437,255,407,374
"ENSG00000226107.1",0,1,1,1,4,4,2,2
"ENSG00000216001.3",0,0,0,0,0,0,0,0
"ENSG00000199132.1",0,0,0,0,0,0,0,0
"ENSG00000207755.3",0,0,0,0,0,0,0,0
"ENSG00000207784.3",0,0,0,0,0,0,0,0
"ENSG00000223749.9",0,3,1,0,0,3,0,4
"ENSG00000208005.1",0,0,0,0,0,0,0,0
"ENSG00000284231.1",0,0,0,0,0,0,0,0
"ENSG00000227060.6",0,2,0,0,0,0,0,0
"ENSG00000170965.9",0,3,0,0,0,0,0,0
"ENSG00000235813.1",0,0,0,0,0,0,0,0
"ENSG00000236509.2",0,0,0,0,0,0,0,0
"ENSG00000237432.2",0,0,0,0,0,0,0,0
"ENSG00000199920.1",0,0,0,0,0,1,0,0
"ENSG00000156504.16",158,817,1069,788,1171,874,1050,839
"ENSG00000156500.15",76,165,173,167,161,149,154,116
"ENSG00000280249.1",0,0,0,0,0,0,0,0
"ENSG00000101928.12",59,360,560,364,547,255,401,299
"ENSG00000207081.1",0,0,0,0,1,0,0,0
"ENSG00000236091.1",0,0,0,0,0,0,0,0
"ENSG00000231929.2",0,0,5,0,0,1,0,0
"ENSG00000184785.5",18,207,83,130,61,80,56,75
"ENSG00000212747.4",53,265,345,237,322,201,224,166
"ENSG00000134590.13",257,489,497,449,488,480,653,463
"ENSG00000203950.6",40,164,186,133,197,154,247,165
"ENSG00000228372.7",0,6,1,1,0,0,0,0
"ENSG00000234228.1",0,0,0,0,0,0,0,0
"ENSG00000196972.8",9,544,111,397,90,90,202,48
"ENSG00000224107.5",0,0,0,0,0,0,0,0
"ENSG00000223809.1",0,0,0,0,0,0,0,0
"ENSG00000232582.1",0,0,0,0,0,0,0,0
"ENSG00000169551.12",0,0,1,0,0,0,1,0
"ENSG00000236491.1",0,0,4,1,0,0,2,0
"ENSG00000228922.1",0,0,0,0,0,0,0,0
"ENSG00000269833.2",0,0,0,0,0,0,0,0
"ENSG00000186376.14",331,2591,1827,2333,1311,1129,2870,957
"ENSG00000238210.3",0,0,0,0,0,0,0,0
"ENSG00000274024.1",0,0,0,0,0,0,0,0
"ENSG00000283644.1",0,0,0,0,0,0,0,0
"ENSG00000284994.1",0,0,0,0,0,0,0,0
"ENSG00000173275.12",31,500,477,481,527,328,451,364
"ENSG00000229015.2",0,0,0,0,0,0,0,0
"ENSG00000178947.8",79,341,213,171,164,148,267,139
"ENSG00000201440.1",0,0,0,0,0,0,0,0
"ENSG00000225769.1",0,0,0,0,0,0,0,0
"ENSG00000273988.1",0,0,0,0,0,0,0,0
"ENSG00000271158.1",0,0,0,0,0,0,0,0
"ENSG00000225235.1",7,0,2,0,0,0,2,0
"ENSG00000165359.15",174,490,426,567,344,453,419,457
"ENSG00000237833.1",0,0,0,0,0,0,0,0
"ENSG00000224539.1",0,0,0,0,0,2,0,0
"ENSG00000277486.1",0,2,0,0,0,0,0,0
"ENSG00000198022.6",0,0,0,0,0,0,0,0
"ENSG00000274601.1",0,0,0,0,0,0,0,0
"ENSG00000268940.5",0,0,0,0,0,0,0,0
"ENSG00000233861.1",0,0,0,0,0,0,0,0
"ENSG00000238200.1",0,0,0,0,0,0,0,0
"ENSG00000269096.6",0,0,0,0,0,0,0,0
"ENSG00000228836.8",0,0,0,0,0,0,0,0
"ENSG00000278289.4",0,0,0,0,0,0,0,0
"ENSG00000271449.7",0,0,0,0,0,0,0,0
"ENSG00000273696.4",0,0,0,0,0,0,0,0
"ENSG00000278085.4",0,0,0,0,0,0,0,0
"ENSG00000270946.5",0,0,0,0,0,0,0,0
"ENSG00000269586.7",0,0,0,0,0,0,0,0
"ENSG00000181433.9",0,0,0,1,0,0,0,0
"ENSG00000230162.1",4,5,1,2,1,2,1,4
"ENSG00000169446.5",51,1039,1734,747,1559,683,1136,1006
"ENSG00000198689.11",71,481,635,292,486,250,316,268
"ENSG00000219930.4",0,0,0,0,0,0,0,0
"ENSG00000231513.3",0,0,0,0,0,0,0,0
"ENSG00000239080.1",0,0,0,0,0,0,0,0
"ENSG00000022267.16",2136,4551,2479,1222,1416,2129,2117,1658
"ENSG00000129680.15",47,243,163,111,110,111,125,126
"ENSG00000230079.1",1,0,0,0,0,0,2,0
"ENSG00000156920.10",1,2,2,1,0,2,2,2
"ENSG00000102239.4",0,0,0,0,0,0,0,0
"ENSG00000102241.11",358,1708,2332,1450,2231,1380,2140,1611
"ENSG00000102243.12",11,9,35,30,33,12,4,9
"ENSG00000216060.1",0,0,0,0,0,0,0,0
"ENSG00000199424.1",0,0,0,0,0,0,0,0
"ENSG00000252320.1",0,0,0,0,0,0,0,0
"ENSG00000233093.5",7,3,0,7,0,2,0,2
"ENSG00000102245.7",20,2,3,4,13,9,11,13
"ENSG00000129675.15",187,407,420,327,243,248,210,286
"ENSG00000212510.1",0,0,0,0,0,0,0,0
"ENSG00000271339.1",0,0,0,0,0,0,0,0
"ENSG00000231164.1",0,0,0,0,0,0,0,0
"ENSG00000225125.2",0,34,6,23,20,25,26,4
"ENSG00000202279.1",0,2,0,0,2,0,0,0
"ENSG00000232611.1",6,134,79,60,78,102,71,77
